customer_id,age,gender,tenure,usage_frequency,support_calls,payment_delay,subscription_type,contract_length,total_spend,last_interaction
5440,27,Female,6,8,1,17,Standard,Monthly,1576.29,11
5441,56,Female,26,19,4,29,Premium,Quarterly,1175.34,9
5442,32,Female,37,14,2,22,Premium,Monthly,4042.82,10
5443,32,Male,27,5,6,4,Basic,Annual,292.44,54
5444,21,Male,41,24,7,14,Standard,Annual,1494.18,43
5445,49,Male,11,27,6,6,Basic,Quarterly,1387.49,56
5446,40,Male,38,9,1,9,Premium,Annual,1388.57,50
5447,23,Female,16,13,9,15,Standard,Quarterly,156.33,49
5448,41,Female,19,9,9,27,Basic,Annual,4679.89,46
5449,37,Male,43,14,6,22,Premium,Annual,4334.31,49
5450,54,Male,53,5,9,1,Premium,Annual,2131.02,39
5451,37,Male,15,2,2,17,Standard,Quarterly,2282.63,31
5452,29,Female,26,7,6,14,Premium,Quarterly,2668.36,32
5453,50,Female,56,16,0,22,Premium,Quarterly,2443.75,31
5454,45,Male,41,11,1,18,Premium,Annual,3917.76,8
5455,25,Male,56,11,9,19,Premium,Monthly,2493.26,40
5456,18,Male,31,23,0,13,Standard,Quarterly,1025.24,51
5457,54,Male,19,12,8,22,Premium,Monthly,673.16,5
5458,39,Male,57,13,1,29,Premium,Quarterly,4599.53,31
5459,23,Female,51,8,1,1,Premium,Quarterly,337.08,7
5460,38,Male,24,24,5,28,Standard,Monthly,4498.05,45
5461,49,Female,58,16,6,17,Standard,Monthly,3483.35,47
5462,52,Male,9,21,1,8,Basic,Annual,2083.05,14
5463,32,Male,23,1,3,26,Standard,Monthly,1017.17,25
5464,22,Female,4,13,2,0,Premium,Quarterly,1621.36,21
5465,63,Male,10,11,4,15,Standard,Monthly,2696.38,47
5466,67,Female,9,29,8,11,Standard,Monthly,3318.57,29
5467,65,Female,19,4,1,11,Standard,Monthly,3488.21,46
5468,23,Male,15,4,4,18,Premium,Monthly,2291.74,45
5469,42,Male,51,15,7,9,Basic,Annual,1932.47,31
5470,63,Female,34,27,5,19,Basic,Quarterly,3864.76,52
5471,57,Female,42,3,3,4,Basic,Quarterly,4634.53,4
5472,46,Male,19,24,9,2,Basic,Quarterly,4580.88,54
5473,24,Female,49,19,7,8,Standard,Annual,2802.94,41
5474,57,Male,52,29,2,20,Basic,Monthly,487.2,46
5475,30,Female,56,21,3,22,Standard,Quarterly,459.12,29
5476,55,Male,21,2,8,14,Standard,Quarterly,2073.5,49
5477,35,Female,34,6,4,13,Basic,Monthly,3690.98,1
5478,19,Female,51,22,5,10,Premium,Quarterly,2536.99,32
5479,25,Male,17,24,1,12,Basic,Monthly,3174.08,1
5480,28,Female,18,8,8,6,Basic,Annual,4232.26,4
5481,50,Female,17,17,7,26,Standard,Quarterly,297.64,20
5482,55,Female,2,5,6,24,Standard,Quarterly,4626.7,59
5483,65,Female,51,2,8,1,Basic,Monthly,1721.4,40
5484,44,Female,1,26,4,2,Basic,Annual,329.26,37
5485,37,Female,43,12,4,19,Premium,Quarterly,4193.6,14
5486,29,Female,57,5,8,7,Premium,Monthly,4677.35,58
5487,60,Male,10,10,4,0,Premium,Annual,3866.25,52
5488,48,Female,37,28,8,24,Standard,Monthly,4042.13,56
5489,44,Female,48,9,0,20,Premium,Quarterly,4369.41,55
5490,49,Male,56,20,9,3,Standard,Quarterly,2659.58,14
5491,27,Female,5,8,9,12,Standard,Quarterly,3434.27,54
5492,20,Female,56,1,7,23,Basic,Monthly,1503.61,2
5493,62,Male,55,24,2,13,Premium,Annual,1323.53,21
5494,44,Female,12,6,7,8,Basic,Quarterly,3083.82,29
5495,52,Female,36,24,4,2,Basic,Quarterly,3699.58,12
5496,48,Male,31,22,1,13,Standard,Monthly,2045.99,18
5497,32,Male,55,11,8,3,Premium,Quarterly,2061.43,38
5498,33,Female,38,3,3,16,Basic,Monthly,4775.74,41
5499,30,Female,51,28,6,14,Standard,Quarterly,2640.46,32
5500,66,Male,9,15,7,11,Basic,Annual,4932.79,41
5501,52,Female,44,11,6,13,Premium,Quarterly,4327.93,22
5502,69,Male,26,24,5,18,Standard,Monthly,3234.32,36
5503,28,Male,15,5,6,9,Premium,Quarterly,144.76,42
5504,38,Male,16,28,3,4,Basic,Monthly,1550.03,12
5505,68,Female,13,26,9,28,Standard,Monthly,2146.45,57
5506,28,Male,25,16,0,23,Basic,Monthly,3298.79,21
5507,47,Male,30,21,4,29,Basic,Annual,2038.06,8
5508,65,Male,53,28,7,16,Premium,Annual,4156.34,28
5509,52,Female,56,7,9,16,Standard,Quarterly,3348.24,57
5510,39,Female,7,6,5,2,Basic,Monthly,1801.08,53
5511,55,Female,57,9,4,15,Premium,Annual,3943.73,22
5512,48,Male,55,7,1,24,Premium,Monthly,1585.14,52
5513,31,Female,52,3,9,8,Standard,Quarterly,407.65,16
5514,41,Female,4,11,4,16,Basic,Monthly,945.53,12
5515,67,Male,43,27,9,19,Standard,Annual,113.43,49
5516,66,Male,40,12,2,11,Standard,Annual,4178.52,17
5517,49,Female,38,21,1,23,Basic,Monthly,3172.83,21
5518,53,Female,57,25,2,1,Standard,Monthly,2895.79,51
5519,49,Male,30,11,3,19,Standard,Monthly,3344.04,7
5520,32,Female,10,29,1,15,Standard,Monthly,3302.63,20
5521,60,Male,30,26,3,22,Premium,Monthly,2870.95,36
5522,52,Male,39,2,3,22,Basic,Monthly,4227.81,52
5523,20,Female,7,1,5,20,Standard,Quarterly,2260.64,54
5524,33,Female,36,27,4,22,Premium,Quarterly,4043.57,41
5525,22,Female,35,24,6,5,Premium,Annual,3954.51,44
5526,38,Female,24,24,6,1,Standard,Monthly,1077.57,13
5527,27,Male,39,2,2,8,Basic,Quarterly,2323.44,41
5528,36,Female,36,14,8,4,Premium,Monthly,4191.17,29
5529,42,Female,45,13,6,17,Standard,Annual,4171.19,43
5530,21,Female,20,24,6,21,Basic,Quarterly,217.63,37
5531,46,Male,49,5,1,25,Basic,Monthly,1192.95,59
5532,36,Female,32,2,9,20,Standard,Monthly,2176.98,8
5533,60,Female,59,23,2,17,Premium,Monthly,331.06,20
5534,19,Male,39,23,2,28,Basic,Monthly,1377.06,44
5535,27,Male,49,19,5,9,Basic,Monthly,1365.67,56
5536,60,Male,26,17,3,9,Basic,Monthly,1151.39,48
5537,42,Male,26,11,3,22,Basic,Annual,2043.63,10
5538,37,Male,36,16,0,9,Premium,Monthly,4083.75,15
5539,65,Female,43,20,5,28,Premium,Monthly,1296.16,57
5540,36,Male,35,18,7,17,Standard,Quarterly,2952.13,12
5541,40,Male,43,20,7,15,Standard,Monthly,2832.13,56
5542,41,Male,35,8,7,22,Premium,Monthly,4107.83,56
5543,28,Male,12,2,4,29,Standard,Quarterly,2030.6,46
5544,63,Male,33,17,9,5,Basic,Quarterly,1195.49,57
5545,51,Male,36,11,5,11,Premium,Monthly,4468.45,45
5546,45,Male,14,14,4,27,Basic,Annual,4181.44,16
5547,22,Male,33,16,3,3,Premium,Quarterly,3145.37,42
5548,22,Female,46,15,3,19,Premium,Quarterly,556.87,8
5549,68,Female,45,15,3,15,Standard,Monthly,178.98,20
5550,38,Female,45,3,3,27,Premium,Quarterly,994.86,14
5551,29,Male,24,26,5,21,Standard,Monthly,1063.53,37
5552,67,Male,15,7,5,24,Premium,Annual,767.61,26
5553,21,Male,31,29,4,25,Basic,Annual,1384.69,38
5554,66,Female,17,12,8,21,Basic,Monthly,1755.65,53
5555,59,Male,12,22,7,21,Basic,Annual,3796.75,41
5556,37,Male,22,22,9,10,Basic,Monthly,3576.66,45
5557,55,Male,23,23,5,0,Basic,Quarterly,611.46,29
5558,42,Female,26,24,8,4,Basic,Quarterly,4887.82,13
5559,31,Female,14,3,4,16,Premium,Monthly,3785.48,34
5560,28,Male,12,19,9,10,Standard,Monthly,900.82,22
5561,49,Female,50,10,3,13,Premium,Quarterly,710.03,45
5562,28,Male,4,29,5,8,Basic,Monthly,528.98,26
5563,35,Male,59,8,3,9,Basic,Quarterly,3685.76,34
5564,44,Female,46,16,7,3,Premium,Monthly,1257.8,59
5565,35,Female,51,16,6,1,Standard,Quarterly,457.54,47
5566,40,Female,13,12,4,24,Standard,Annual,2166.96,24
5567,28,Female,57,29,9,5,Standard,Annual,3572.62,56
5568,38,Male,55,29,5,29,Standard,Quarterly,1592.33,21
5569,61,Male,18,23,6,26,Basic,Quarterly,2464.96,31
5570,22,Female,43,26,1,28,Basic,Quarterly,1044.11,12
5571,40,Female,28,5,8,25,Standard,Quarterly,2202.83,42
5572,58,Male,38,20,6,2,Premium,Quarterly,1858.82,24
5573,42,Male,41,6,7,12,Premium,Annual,2226.2,21
5574,58,Male,44,25,4,11,Basic,Quarterly,2381.99,4
5575,27,Male,19,6,2,17,Premium,Monthly,552.26,25
5576,39,Female,46,8,1,5,Basic,Annual,557.5,8
5577,36,Female,47,17,1,9,Basic,Quarterly,1376.99,36
5578,18,Female,43,12,2,5,Standard,Monthly,667.22,34
5579,24,Male,38,22,0,29,Standard,Annual,1338.64,50
5580,21,Male,46,14,0,27,Standard,Monthly,220.27,50
5581,18,Female,3,2,6,27,Standard,Quarterly,1818.62,46
5582,32,Female,19,19,9,24,Standard,Monthly,1145.71,27
5583,57,Female,20,6,7,4,Standard,Monthly,4471.52,28
5584,29,Male,25,18,5,26,Premium,Annual,4304.97,29
5585,39,Female,11,4,6,14,Standard,Monthly,1572.05,29
5586,39,Male,56,22,0,14,Standard,Monthly,2429.88,10
5587,67,Female,17,5,0,11,Basic,Annual,4783.38,44
5588,64,Female,59,6,8,8,Basic,Quarterly,2668.07,32
5589,34,Female,49,15,4,12,Standard,Monthly,4257.32,8
5590,46,Male,55,6,6,15,Basic,Quarterly,4149.24,54
5591,63,Male,35,8,5,20,Premium,Annual,4712.32,17
5592,31,Male,14,9,3,1,Premium,Quarterly,1597.93,12
5593,67,Male,59,21,0,16,Premium,Monthly,312.88,26
5594,37,Male,39,22,3,8,Premium,Monthly,609.37,52
5595,67,Male,57,6,9,25,Standard,Quarterly,2899.36,3
5596,65,Female,19,22,9,22,Premium,Quarterly,2698.36,42
5597,50,Male,3,2,7,18,Premium,Monthly,1562.42,11
5598,60,Female,34,16,0,27,Premium,Annual,1318.7,14
5599,32,Male,58,20,1,5,Premium,Monthly,3575.97,7
5600,29,Female,49,1,7,25,Basic,Monthly,1768.46,26
5601,57,Female,41,28,1,3,Premium,Quarterly,3059.36,37
5602,37,Male,22,16,9,29,Premium,Monthly,3590.24,33
5603,47,Female,38,1,8,24,Basic,Quarterly,2209.28,44
5604,55,Male,56,1,2,14,Basic,Annual,1047.69,48
5605,20,Male,27,7,2,17,Standard,Monthly,4317.82,32
5606,45,Male,21,16,5,29,Basic,Annual,558.3,38
5607,43,Male,41,17,2,26,Basic,Annual,4164.41,20
5608,47,Female,31,16,8,11,Basic,Monthly,4199.73,10
5609,30,Male,27,16,7,11,Premium,Quarterly,2897.9,15
5610,30,Female,37,6,3,19,Standard,Quarterly,3184.43,15
5611,19,Female,2,18,5,16,Standard,Monthly,1854.28,6
5612,54,Female,54,22,7,6,Premium,Quarterly,4223.76,55
5613,66,Male,47,22,3,29,Standard,Quarterly,1392.15,25
5614,55,Female,9,28,4,19,Premium,Annual,2842.9,1
5615,19,Male,19,27,6,4,Basic,Quarterly,108.79,6
5616,53,Female,42,3,7,11,Premium,Quarterly,4705.23,13
5617,43,Male,36,8,6,16,Premium,Monthly,4746.65,11
5618,28,Male,10,27,7,1,Basic,Annual,3581.04,24
5619,25,Male,59,4,3,27,Basic,Quarterly,2173.88,20
5620,61,Male,40,29,0,3,Standard,Monthly,975.19,26
5621,57,Female,54,23,5,1,Premium,Quarterly,2513.07,25
5622,60,Female,45,4,4,13,Basic,Annual,3977.91,52
5623,39,Male,39,17,3,13,Standard,Annual,3065.84,52
5624,37,Female,7,22,1,12,Premium,Annual,2684.73,12
5625,25,Male,4,5,0,16,Basic,Annual,4262.28,46
5626,46,Male,15,25,8,25,Basic,Annual,1634.36,9
5627,57,Female,12,14,1,16,Premium,Annual,4313.82,45
5628,43,Male,48,15,8,21,Basic,Monthly,2253.32,36
5629,47,Male,6,25,5,17,Premium,Annual,111.83,9
5630,34,Male,9,12,5,2,Premium,Quarterly,3686.52,33
5631,37,Male,35,27,1,20,Premium,Quarterly,4401.43,40
5632,69,Male,8,13,5,15,Basic,Quarterly,2473.37,34
5633,33,Female,7,24,2,18,Basic,Quarterly,2328.26,24
5634,63,Female,4,23,6,5,Premium,Annual,4046.7,53
5635,60,Female,58,18,9,22,Standard,Annual,4435.4,45
5636,24,Male,13,14,3,25,Premium,Monthly,4874.66,45
5637,33,Male,19,24,8,5,Premium,Annual,1793.69,33
5638,62,Male,7,19,4,17,Premium,Quarterly,3013.97,33
5639,64,Male,10,22,9,8,Standard,Monthly,4132.3,29
5640,65,Male,25,26,2,17,Basic,Monthly,2706.07,38
5641,44,Male,44,7,0,5,Basic,Monthly,2363.08,48
5642,40,Female,58,28,0,8,Premium,Monthly,2902.47,49
5643,41,Male,35,6,3,24,Premium,Annual,1848.65,13
5644,26,Female,58,5,9,17,Basic,Monthly,1041.17,18
5645,52,Male,25,4,9,24,Premium,Annual,426.49,59
5646,68,Female,29,18,3,15,Basic,Monthly,3088.91,35
5647,37,Male,56,25,8,23,Standard,Annual,1957.76,47
5648,54,Female,12,14,7,29,Premium,Annual,4426.47,59
5649,59,Female,51,16,3,22,Basic,Quarterly,1192.5,59
5650,34,Male,47,23,5,12,Basic,Annual,1622.49,2
5651,64,Male,40,23,6,10,Standard,Monthly,4855.48,25
5652,48,Female,12,20,9,7,Premium,Monthly,2825.83,58
5653,25,Male,52,14,7,25,Standard,Annual,1799.09,6
5654,32,Male,6,5,3,23,Basic,Annual,4318.38,25
5655,48,Male,10,22,0,16,Basic,Annual,3742.54,53
5656,47,Female,2,28,4,8,Standard,Annual,2908.4,20
5657,63,Male,56,11,0,5,Standard,Quarterly,4456.59,14
5658,37,Female,45,12,3,0,Standard,Quarterly,560.41,50
5659,56,Female,25,18,6,0,Premium,Quarterly,2033.02,4
5660,29,Male,7,4,6,12,Basic,Quarterly,4071.7,8
5661,66,Female,40,13,0,6,Premium,Quarterly,1991.12,34
5662,34,Male,23,20,8,9,Premium,Annual,4641.01,28
5663,59,Male,48,28,1,17,Standard,Quarterly,847.35,56
5664,47,Female,11,13,4,5,Premium,Quarterly,1749.52,2
5665,46,Female,58,4,5,12,Premium,Annual,2186.14,17
5666,36,Female,36,23,0,4,Standard,Annual,3466.11,4
5667,63,Female,49,29,1,20,Standard,Monthly,1057.21,55
5668,28,Female,48,23,6,25,Standard,Monthly,148.33,48
5669,51,Male,51,7,5,14,Basic,Monthly,4884.9,34
5670,67,Female,23,23,5,11,Basic,Quarterly,4503.91,27
5671,24,Male,59,2,5,21,Premium,Annual,1571.09,19
5672,61,Male,43,21,6,29,Premium,Monthly,2469.06,28
5673,51,Female,7,26,9,10,Basic,Monthly,2495.71,38
5674,37,Female,27,18,8,7,Premium,Quarterly,4359.21,34
5675,67,Female,13,21,8,4,Standard,Monthly,3025.59,32
5676,55,Female,51,28,1,7,Basic,Annual,4149.51,41
5677,41,Female,17,6,1,4,Premium,Annual,4568.77,31
5678,27,Male,32,16,4,9,Premium,Monthly,2873.17,6
5679,49,Male,26,3,9,14,Premium,Annual,1498.86,6
5680,69,Male,57,22,6,5,Basic,Monthly,2543.67,28
5681,32,Female,22,15,2,23,Basic,Monthly,4269.26,8
5682,54,Female,13,21,2,17,Basic,Annual,2959.73,1
5683,37,Male,12,20,3,22,Standard,Annual,4489.04,16
5684,20,Female,7,10,2,2,Premium,Quarterly,4487.64,42
5685,54,Female,1,9,2,8,Premium,Quarterly,1929.46,19
5686,57,Female,33,11,7,9,Standard,Monthly,2295.76,18
5687,25,Male,52,14,6,6,Basic,Annual,3421.78,30
5688,57,Female,55,24,6,18,Basic,Monthly,644.22,16
5689,61,Male,14,12,9,23,Basic,Quarterly,2381.23,33
5690,40,Female,59,7,1,25,Standard,Monthly,831.99,59
5691,57,Female,47,11,8,1,Premium,Annual,4254.99,28
5692,28,Male,43,17,5,25,Standard,Annual,4719.64,47
5693,63,Female,56,25,2,27,Premium,Quarterly,793.59,16
5694,25,Female,58,9,8,7,Premium,Monthly,3369.97,11
5695,46,Female,41,22,8,6,Premium,Monthly,3219.06,6
5696,47,Male,17,23,5,27,Standard,Annual,3824.37,14
5697,27,Female,4,13,9,4,Basic,Quarterly,3509.32,48
5698,56,Female,52,16,5,3,Basic,Annual,1163.93,36
5699,45,Female,51,3,7,10,Standard,Annual,1526.94,22
5700,66,Female,39,5,7,25,Premium,Quarterly,909.64,40
5701,53,Female,1,23,5,27,Standard,Annual,4613.61,23
5702,30,Male,41,17,6,29,Basic,Monthly,2656.93,31
5703,49,Male,45,28,3,9,Standard,Monthly,4883.19,28
5704,53,Female,24,1,0,0,Premium,Monthly,2301.68,19
5705,54,Female,34,21,3,28,Basic,Annual,2808.34,51
5706,43,Male,34,9,7,3,Premium,Quarterly,3967.54,22
5707,39,Female,24,23,7,21,Standard,Quarterly,4006.4,1
5708,21,Female,59,17,1,5,Premium,Quarterly,1232.63,3
5709,48,Female,15,29,6,17,Standard,Quarterly,1512.59,8
5710,35,Female,17,13,0,24,Basic,Quarterly,579.25,13
5711,55,Female,13,15,1,12,Basic,Annual,4046.78,51
5712,41,Female,7,28,7,12,Basic,Quarterly,3989.92,1
5713,40,Female,9,21,9,0,Premium,Monthly,498.17,29
5714,39,Female,44,8,3,3,Standard,Annual,1361.42,13
5715,19,Male,35,8,2,3,Standard,Monthly,2304.35,42
5716,48,Male,23,28,1,17,Standard,Quarterly,2754.72,29
5717,28,Female,54,2,5,23,Premium,Quarterly,2660.47,30
5718,45,Female,47,23,3,26,Standard,Monthly,4917.07,16
5719,63,Female,39,10,2,17,Basic,Monthly,3844.21,41
5720,49,Female,23,5,2,17,Standard,Annual,654.62,34
5721,22,Male,26,16,9,14,Premium,Quarterly,1538.16,55
5722,55,Male,1,25,2,17,Basic,Quarterly,1792.59,40
5723,27,Male,14,19,7,14,Basic,Quarterly,1644.23,3
5724,57,Male,32,1,8,16,Premium,Monthly,3951.13,29
5725,63,Female,51,13,8,28,Basic,Quarterly,1866.75,30
5726,41,Female,48,4,4,4,Standard,Annual,2512.89,55
5727,52,Female,10,7,0,10,Premium,Annual,2713.93,58
5728,61,Male,1,1,9,15,Standard,Monthly,1425.08,52
5729,65,Female,5,2,4,19,Premium,Monthly,1681.21,34
5730,40,Female,3,16,0,1,Premium,Annual,3921.99,4
5731,34,Male,49,14,8,16,Premium,Monthly,4346.75,48
5732,18,Male,50,5,9,0,Standard,Monthly,281.69,8
5733,48,Male,58,25,7,17,Premium,Quarterly,3065.26,47
5734,48,Male,53,14,6,16,Basic,Annual,3203.83,48
5735,59,Male,27,17,1,24,Standard,Quarterly,3712.82,18
5736,59,Female,51,12,1,17,Premium,Annual,3499.85,22
5737,51,Female,54,20,3,18,Premium,Quarterly,4399.38,10
5738,26,Male,57,12,8,24,Standard,Annual,484.51,51
5739,39,Female,22,3,8,4,Basic,Annual,2003.02,14
5740,30,Female,18,21,7,29,Basic,Annual,3932.24,51
5741,42,Female,16,21,4,12,Premium,Monthly,4248.24,54
5742,65,Female,2,26,6,23,Premium,Quarterly,1397.37,46
5743,35,Male,47,2,8,22,Basic,Monthly,2967.89,31
5744,68,Female,13,21,2,29,Premium,Monthly,985.75,35
5745,29,Female,45,25,3,5,Basic,Annual,4269.38,46
5746,57,Female,16,21,1,12,Basic,Annual,3679.11,2
5747,34,Male,8,15,8,17,Basic,Monthly,1188.12,2
5748,32,Female,43,11,6,29,Basic,Monthly,3156.49,35
5749,59,Male,8,10,5,28,Premium,Monthly,2595.67,34
5750,32,Male,54,18,4,3,Standard,Annual,1368.25,29
5751,32,Male,10,23,6,8,Standard,Annual,4476.3,6
5752,56,Male,55,22,2,22,Basic,Annual,824.41,4
5753,30,Female,33,23,4,2,Premium,Quarterly,2390.55,1
5754,34,Male,31,24,1,21,Standard,Monthly,2955.71,35
5755,49,Male,12,26,4,23,Standard,Monthly,4135.37,48
5756,26,Male,9,21,6,23,Basic,Quarterly,835.88,47
5757,57,Male,37,2,9,7,Basic,Monthly,3084.96,26
5758,37,Male,9,7,6,12,Premium,Monthly,132.14,29
5759,43,Female,48,7,8,23,Standard,Monthly,4130.65,11
5760,44,Male,18,24,2,25,Basic,Quarterly,1250.19,51
5761,38,Female,30,7,7,21,Basic,Quarterly,3632.49,4
5762,35,Female,32,26,4,10,Premium,Monthly,3049.2,22
5763,30,Male,40,23,6,9,Basic,Annual,345.62,33
5764,33,Female,23,14,0,10,Basic,Monthly,997.83,34
5765,26,Female,11,29,0,2,Basic,Monthly,1411.93,31
5766,29,Female,20,25,3,24,Basic,Annual,4444.97,10
5767,61,Male,19,24,4,13,Basic,Monthly,2455.94,35
5768,55,Male,36,2,9,13,Premium,Monthly,4576.17,53
5769,36,Male,52,2,2,29,Basic,Quarterly,332.5,59
5770,24,Male,26,23,5,18,Standard,Monthly,132.16,28
5771,52,Male,10,26,2,27,Basic,Annual,4746.41,23
5772,65,Male,24,15,4,27,Basic,Quarterly,3647.19,49
5773,35,Male,13,11,0,3,Standard,Quarterly,3938.25,12
5774,33,Female,52,29,2,25,Standard,Annual,4587.45,29
5775,56,Female,46,10,6,0,Basic,Annual,4924.24,2
5776,21,Male,53,3,2,1,Premium,Quarterly,578.79,13
5777,42,Female,34,17,4,5,Standard,Monthly,875.63,36
5778,49,Male,29,9,6,29,Premium,Monthly,1024.01,47
5779,57,Male,36,15,1,12,Basic,Quarterly,4110.25,26
5780,30,Male,7,14,2,13,Basic,Monthly,1842.19,17
5781,62,Female,51,19,3,27,Standard,Quarterly,3007.03,43
5782,34,Male,30,17,4,0,Standard,Annual,4290.59,33
5783,66,Male,17,22,8,27,Premium,Monthly,3447.48,59
5784,54,Male,48,20,8,24,Basic,Monthly,420.54,57
5785,23,Male,13,17,3,7,Standard,Quarterly,2283.8,22
5786,36,Female,56,16,8,17,Standard,Quarterly,430.75,2
5787,30,Male,24,20,3,13,Standard,Monthly,2446.33,10
5788,43,Female,54,8,1,1,Premium,Monthly,1174.58,39
5789,31,Female,55,27,9,23,Basic,Monthly,106.41,26
5790,48,Male,31,7,0,11,Standard,Annual,4084.44,30
5791,21,Male,58,12,6,26,Standard,Monthly,4849.98,22
5792,56,Female,27,1,3,23,Standard,Monthly,4824.25,11
5793,25,Female,50,26,7,0,Basic,Quarterly,1566.01,22
5794,42,Female,21,12,7,29,Premium,Annual,4160.99,24
5795,30,Female,44,25,7,20,Premium,Quarterly,3426.01,58
5796,49,Male,55,6,5,14,Basic,Monthly,4020.37,29
5797,55,Female,57,16,8,10,Premium,Annual,4246.57,51
5798,55,Female,1,18,3,17,Premium,Monthly,4903.37,10
5799,45,Female,15,19,4,16,Standard,Annual,843.48,34
5800,47,Female,3,23,3,2,Premium,Annual,3871.76,46
5801,20,Male,6,3,4,14,Standard,Annual,3697.35,25
5802,45,Male,14,29,1,12,Premium,Annual,1509.91,21
5803,20,Male,55,3,4,2,Standard,Annual,2023.68,54
5804,62,Female,38,5,9,12,Basic,Annual,966.11,59
5805,51,Female,33,3,7,25,Basic,Quarterly,4575.04,39
5806,33,Male,52,19,8,8,Premium,Quarterly,4408.75,13
5807,39,Male,38,27,6,9,Standard,Monthly,3108.77,2
5808,49,Female,8,5,6,0,Basic,Annual,2606.99,59
5809,55,Male,26,14,5,26,Basic,Annual,1241.15,6
5810,25,Female,15,21,1,1,Premium,Quarterly,3969.06,1
5811,25,Female,14,16,9,24,Standard,Monthly,140.2,57
5812,23,Female,48,28,9,13,Standard,Monthly,2367.65,28
5813,31,Female,20,25,8,4,Basic,Quarterly,4316.7,22
5814,49,Female,55,1,4,24,Premium,Quarterly,3130.58,11
5815,52,Female,48,17,5,21,Basic,Annual,3212.1,39
5816,27,Male,59,11,0,9,Basic,Quarterly,446.47,5
5817,20,Male,19,9,4,25,Premium,Annual,1504.85,18
5818,29,Male,56,21,5,18,Premium,Monthly,3401.92,20
5819,66,Female,33,4,9,7,Premium,Annual,343.12,12
5820,48,Male,36,2,1,12,Standard,Quarterly,1721.59,21
5821,46,Female,24,28,6,8,Premium,Annual,1834.33,27
5822,22,Female,10,9,3,17,Premium,Annual,2543.72,58
5823,69,Female,52,22,4,24,Basic,Quarterly,1875.64,50
5824,42,Female,50,25,2,3,Premium,Annual,2325.18,41
5825,58,Male,34,5,4,7,Premium,Monthly,2780.29,34
5826,48,Male,36,4,3,4,Basic,Annual,728.9,18
5827,38,Male,47,23,9,28,Standard,Quarterly,984.33,34
5828,37,Female,36,5,5,5,Premium,Quarterly,4179.3,2
5829,56,Male,16,24,1,19,Basic,Quarterly,2352.86,53
5830,39,Male,15,24,2,4,Standard,Annual,1840.25,14
5831,21,Male,18,29,9,27,Standard,Monthly,2226.02,39
5832,30,Female,7,18,0,0,Premium,Quarterly,956.61,1
5833,62,Male,47,13,6,27,Standard,Quarterly,1275.25,28
5834,59,Female,22,5,8,18,Premium,Monthly,2626.07,41
5835,67,Male,32,26,1,29,Standard,Quarterly,1858.74,27
5836,66,Female,43,24,6,3,Standard,Annual,2429.73,30
5837,37,Male,19,19,2,0,Standard,Quarterly,833.55,22
5838,69,Male,40,23,4,28,Premium,Quarterly,866.69,12
5839,30,Male,56,3,5,18,Standard,Annual,1981.32,1
5840,34,Female,1,22,7,3,Basic,Monthly,1956.4,33
5841,53,Male,35,18,3,13,Basic,Monthly,4428.33,41
5842,50,Male,5,6,1,13,Standard,Quarterly,263.91,48
5843,18,Female,50,6,2,8,Premium,Annual,4964.99,57
5844,32,Female,12,24,7,18,Basic,Annual,4786.96,49
5845,30,Female,12,5,6,10,Standard,Monthly,2757.03,1
5846,34,Female,21,1,5,15,Basic,Monthly,3621.91,5
5847,41,Male,59,8,4,18,Basic,Monthly,4682.75,48
5848,25,Male,58,28,4,3,Basic,Annual,1330.85,5
5849,67,Female,19,25,0,8,Basic,Annual,1646.59,7
5850,44,Male,9,1,5,24,Basic,Annual,643.53,20
5851,62,Female,43,21,8,16,Standard,Quarterly,2862.85,26
5852,40,Male,49,28,7,14,Basic,Quarterly,881.3,49
5853,63,Female,48,6,9,7,Standard,Monthly,4661.27,6
5854,25,Male,36,20,0,25,Basic,Monthly,2214.68,26
5855,25,Female,42,14,5,12,Premium,Quarterly,4606.46,3
5856,43,Female,54,11,2,0,Standard,Quarterly,1104.99,39
5857,64,Male,47,2,5,1,Premium,Quarterly,3500.78,14
5858,30,Male,57,21,8,9,Premium,Quarterly,3273.2,49
5859,56,Male,51,4,5,26,Basic,Monthly,2058.41,14
5860,54,Female,32,13,7,20,Basic,Quarterly,4501.88,20
5861,66,Male,35,7,5,26,Basic,Quarterly,2230.53,58
5862,45,Female,31,6,5,12,Basic,Annual,1072.31,44
5863,42,Male,53,3,6,10,Basic,Monthly,4887.23,9
5864,33,Male,55,9,9,13,Premium,Monthly,2263.26,58
5865,19,Female,32,14,3,15,Premium,Annual,1119.56,6
5866,35,Female,37,20,7,27,Basic,Monthly,1881.8,2
5867,34,Male,32,11,3,28,Basic,Monthly,3106.2,38
5868,47,Female,43,5,6,5,Standard,Quarterly,2608.93,41
5869,56,Female,56,14,0,1,Standard,Quarterly,3212.07,43
5870,30,Male,37,19,8,25,Premium,Monthly,3343.1,33
5871,49,Female,39,8,9,4,Premium,Annual,704.57,44
5872,67,Male,38,27,8,18,Premium,Annual,1642.94,5
5873,46,Male,30,7,6,6,Basic,Monthly,3768.63,13
5874,63,Female,58,27,7,27,Premium,Monthly,3286.8,56
5875,47,Male,32,27,1,27,Premium,Monthly,532.91,15
5876,35,Female,45,7,9,16,Premium,Monthly,1644.22,45
